Comment,Kind of offensive language
@anonymized_account @anonymized_account A sam red. Kurowski za chwile w transmisji z ogloszenia kadry juz mówił na 'raczej'.,0
@anonymized_account Prokurator Generalny @anonymized_account suweren jest w kropce,0
"@anonymized_account Jagiellonia nie zamierza się równać z Lechem transferami, bo nie ma takich możliwości.",0
@anonymized_account @anonymized_account Nostalgia za czasami PRlu. Jeden wódz i jedna.partia. wszystko w jednych rękach.,0
@anonymized_account Patrycja Kotecka idzie siedzieć za wyłudzenia,0
@anonymized_account @anonymized_account z tym najbardziej przereklamowanym zawodnikiem to myślałem że sam siebie opisuje.,0
@anonymized_account @anonymized_account @anonymized_account A co nam dała tamta rewolucja ?,0
@anonymized_account Skąd ty to Bierzesz? 😀,0
@anonymized_account @anonymized_account @anonymized_account i bardzo dobrze.Lansiarz.Głosował m.in. przeciwko budowy nowej hali dla Wisły,0
@anonymized_account @anonymized_account @anonymized_account Cupiał na to pozwoli ?,0
@anonymized_account Dzięki! Ale to znajdziemy bardziej dogodny moment niż napięty grafik 11 listopada 😂,0
@anonymized_account Z Cypru przez spółkę Srebrna dostanie przelew nie do wyśledzenia,0
"On kurwa nie ma godności, honoru, nie chciał się spotkać z ludźmi honoru",0
@anonymized_account @anonymized_account Ból dupy bo co roku puchary na wyciągnięcie ręki i coś nie mogą awansować.A dzięki Arce historia się pewnie powtórzy.,0
@anonymized_account @anonymized_account Nie można Was przeceniać? 😜 Chyba lekceważyć :),0
@anonymized_account Przecież jego słowa są gówno warte.,0
"Wiem co mogłoby \""uratować\"" posła Piętę... niech ogłosi, że wszystko to nieprawda, bo jest....gejem 🤪",1
"RT @anonymized_account Wiem co mogłoby \""uratować\"" posła Piętę... niech ogłosi, że wszystko to nieprawda, bo jest....gejem 🤪",1
@anonymized_account Ale jej radość ostra chyba wuwuzela jej radości przeszkodziła 😉,0
"@anonymized_account Obrońca Arki spalonego pokazywał, czy to taka niefortunna stopklatka?",0
@anonymized_account przecież widać że koleś se jaja robi,0
@anonymized_account Znowu nie wziąłeś pigułek i ci jebie...,1
WIECIE ZD NIE MOGĘ ZMIENIĆ PACKA BO MI SIĘ COŚ ŚCINA BO NIE CHCE MI ZMIENIĆ HEADERU I IKONKI RAZEM XDD,0
@anonymized_account Jasne. Od tego czasu stawki napewno wzrosły. Ciekawe ile Dziwisz zarabia na relikwiach JPII?,1
RT @anonymized_account @anonymized_account spłnienia marzeń słoneczko x,0
@anonymized_account @anonymized_account @anonymized_account Ja się pytam gdzie są młodzi polscy bramkarze??  Z tego Polska kiedyś slynela a dziś??,0
@anonymized_account a sorry to nie ten filmik 😂 tak to jest jak się coś robi i pisze na tt :) @anonymized_account @anonymized_account @anonymized_account @anonymized_account,0
@anonymized_account @anonymized_account @anonymized_account To policz ilu wiosną naszych wychowanków z 1998 grało w Zambrowie :),0
@anonymized_account @anonymized_account A dlaczego? Przestrzeń publiczna jest dostępna dla wszystkich na równych zasadach.,0
@anonymized_account @anonymized_account a to prawda że Oliwa był nędznym hokeistą ale kluby go chciały mieć u siebie tylko dlatego że się dobrze bił ? :),0
"@anonymized_account To jest takie smutne i takie piękne, że nie sposób sie nie wzruszyć...",0
@anonymized_account O jakiej większości mówimy mistrzu..?,0
RT @anonymized_account @anonymized_account O jakiej większości mówimy mistrzu..?,0
A jednak. Paulinho wypożyczony z opcją obowiązkowego wykupu. Ponoć za 50 baniek. No nieźle.,0
@anonymized_account Przygotowania do Euro 2020 niema czasu grać,0
@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Ty się ciulu za robotę weź a nie tylko imprezujesz non stop pajacu,1
"Wkurwiony jestem na tel, jest za gruby, tak jak ja i robi gorsze zdjecia  w trybie auto niz s7",0
"Mówcie, co chcecie, ale taki mecz Portugalia - Argentyna w ćwierćfinale to by było coś przy tych wszystkich podtekstach.",0
@anonymized_account Żynel jest rezerwowym w Wiśle.,0
Kolejny talent trafi do Bialej Gwiazdy!!!! \n\nhttps://t.co/Uzj4580pwO,0
RT @anonymized_account Kolejny talent trafi do Bialej Gwiazdy!!!! \n\nhttps://t.co/Uzj4580pwO,0
@anonymized_account Znowu sobie robisz nadzieję ? Przecież to nic nie oznacza. Szanse wg mnie na jego występ to 1% :P,0
@anonymized_account Tak jest. Dostałem to samo😀😀😀,0
"@anonymized_account mam pytanko czy sobotni mecz clj będzie przy R22 czy w Myślenicach, i czy będzie otwarty dla publiczności ?:)",0
@anonymized_account @anonymized_account @anonymized_account Myślę że jeden mecz w roku byśmy za to zagrali za free,0
@anonymized_account Odważnie zapytam--co jest w środku?,0
"@anonymized_account @anonymized_account @anonymized_account To jest moment, gdy należałoby spojrzeć, gdzie są Milik z Grosickim",0
@anonymized_account 2 mln za zawodnika ktorego wartosc bedzie kilka razy wyższa? A zawodnik blokuje sobie możliwosc transferu na 3 lata ? Aha.,0
"@anonymized_account @anonymized_account @anonymized_account Minę, co ty kurwa jesteś robotem ?",0
"@anonymized_account @anonymized_account Mam obawę, że Mąka skończy jak Rysio :)",0
@anonymized_account bardzo niedoceniany obrońca a umiejętności na czołówke ekstraklasy ma,0
@anonymized_account A w Białymstoku nie ma lotniska...,0
"@anonymized_account Co więcej, z tego co pamietam, to Stachowiak w ogóle pojawił się w Jagiellonii z powodu kontuzji Krzyształowicza.",0
@anonymized_account nie będzie trenerem bo nikt go nie chce.,0
"@anonymized_account @anonymized_account Jasne, że nie ma przypadku. Tutaj nie.promuje się rasistów, ksenofobów, prostaków i pospolitych chamów.",0
"@anonymized_account ojeju jak super w Olsztynie studiuje, a ogolnie jestem ze Szczecina, a Ty?",0
@anonymized_account To akurat bardzo proste: z kogoś trzeba było zrobić idiotę.,0
@anonymized_account ustawa IPN spiera Ukrainę? Ty Czaputowiczu ty,0
"- Dziadku, po co Ci naklejki na Świeżaki z Biedronki?\n- Wziąłem dla Ciebie, żebyś sobie gdzieś nakleiła\n- Ja?\n- No na jakiś zeszyt czy coś 😍",0
RT @anonymized_account @anonymized_account nasz wspaniałą ikonkę 👐💕,0
"@anonymized_account @anonymized_account @anonymized_account Co innego taką panią zagrać, a co innego kurtyzaną być. Vide @anonymized_account i @anonymized_account",0
@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account tak poza tym cierzniak stracił najwiecej bramek w sparingach mimo ze gral najmniej :),0
@anonymized_account Euro wpierdol mało powiedziane światowa klęska bliżej. Ale co to za skład?? Trio z legi co sobie nieradzi w legi z ogorkami,0
W #DzieńDrabinki słuchając bredni Macierewicza o zamachu w Smoleńsku nie zapomnijmy o tym incydencie 👇https://t.co/dojDgeHjdJ,0
RT @anonymized_account W #DzieńDrabinki słuchając bredni Macierewicza o zamachu w Smoleńsku nie zapomnijmy o tym incydencie 👇https://t.co/dojDgeHjdJ,0
@anonymized_account Ale Grendel też nie grał zbyt wiele w Górniku.,0
@anonymized_account Zalety i wady Xiaomi? :),0
jakie niskie stawki stypendium wtf,0
@anonymized_account A skąd to wiadomo? Wyrył tam coś?,0
@anonymized_account @anonymized_account @anonymized_account @anonymized_account niech jankowski se znajdzie robote w bonarce bo do pilki sie nie nadaje,0
@anonymized_account @anonymized_account No to faktycznie koniec Jakiego. Jesli Sadurski  uporał się z kangurami i misiem koala😁😁😁,0
"@anonymized_account Ibra odchodzi z Milanu, Milan... 😜",0
@anonymized_account W Newsweeku jak w Psychiatryku !!! Tak było jest i będzie !!!!,0
RT @anonymized_account @anonymized_account W Newsweeku jak w Psychiatryku !!! Tak było jest i będzie !!!!,0
@anonymized_account @anonymized_account może dlatego że dostali po mordzie nie tylko na boisku ?,0
@anonymized_account @anonymized_account nie.Chodziło o cyfrę 6 :),0
"@anonymized_account @anonymized_account To nie jest bojkot tylko zakaz projekcji. Bojkot byłby wtedy, kiedy nikt nie poszedłby na wyświetlany film.",0
@anonymized_account @anonymized_account Kolejny debil. Najpierw spierdolił prawo a teraz szuka frajera.,0
@anonymized_account @anonymized_account nawet czarny sędzia okazał się rasistą :/,0
@anonymized_account @anonymized_account @anonymized_account @anonymized_account Boją się żeby ktoś im w mordę nie dał.,0
@anonymized_account @anonymized_account Wiesz co to jest kurs wymiany walut i spred?,0
W szpitalu: \n- Pomóc Państwu?\n- Ależ nie. Moja kochana Kuruszynka jest leciutka - powiedział mąż i popchnął wózek ze swoją 95-letnią żoną.,0
@anonymized_account @anonymized_account A to trzeba ze skrajności w skrajność skakać?,0
@anonymized_account @anonymized_account Przecież co roku jest wymiana zawodniczek 😂,0
@anonymized_account W II rundzie też ich mieliśmy wśród potencjalnych rywali. Lipsk tak samo.,0
@anonymized_account Ohne Berater mu to załatwi.,0
@anonymized_account @anonymized_account Sasin tobie już się kompletnie pojebało w tym pustym łbie,1
@anonymized_account To nie stały fragment gry.,0
@anonymized_account Każdy potrzebuje wsparcia na zakręcie,0
"@anonymized_account sam będę szukał, dzięki :) ważne, że wiem, że chodzi o publiczną :)",0
@anonymized_account To uścislé: bank dowcipu😁😁😁😁3 x 10😁😁😁,0
@anonymized_account @anonymized_account tak chyba wynika z wypowiedzi.Bo też nie wiem o co Panu Michałowi chodzi :),0
@anonymized_account Aguero sam jest sobie winny bo zaczął się przewracać przed kontaktem z bramkarzem :P,0
@anonymized_account Tak. Zawsze starszy rocznik o miejsce dla młodszego walczy.,0
No to czas wrzucić oficjalkę.,0
@anonymized_account a jakas inna miala dostać ?,0
@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Tuzy intelektu @anonymized_account  i @anonymized_account powiedzieli...,0
na wszystko wódeczka jest dobra,0
W sumie to potrzebuję całego dnia na zimny prysznic,0
@anonymized_account Poczekaj chwilkę może tez ci się naprawi 🤷‍♀️,0
"@anonymized_account Szefie, ale u nich 10 ludzi się liczyło od 60. minuty :)",0
"@anonymized_account @anonymized_account Nowe pomysły, bo się poprzednia kasa skończyła?",0
@anonymized_account @anonymized_account zajebiście :) Witaj w domu :),0
@anonymized_account Ty sprzedawczyku idź świętować święta narodowe folksdojczów 😊,1
RT @anonymized_account @anonymized_account Ty sprzedawczyku idź świętować święta narodowe folksdojczów 😊,1
@anonymized_account @anonymized_account W dupie mają przykazania. Nie po to się żeniłem żeby misiewicze ruchali mi żonkę,1
@anonymized_account Co na to prof. Bralczyk by powiedział?,0
"@anonymized_account @anonymized_account to jest poprawność polityczna, ładnie z ich strony.",0
"@anonymized_account @anonymized_account Podbeskidzie 2:0, więc już wszystko w rękach Górnika.",0
@anonymized_account @anonymized_account Może by tak poprawnie: akcja nazywała się Trzeci Most.,0
"@anonymized_account @anonymized_account @anonymized_account Skoro Lech kontaktował się z Carlitosem to chyba pora napisać artykuł, że Lech łamie przepisy.",0
"@anonymized_account @anonymized_account @anonymized_account Przecież @anonymized_account to łżecznik PiSu, więc czego się spodziewać? Ona kłamie nawet podczas snu.",0
"@anonymized_account jak Tommy Lee Jones w \""Ściganym\"" !:)",0
"@anonymized_account Napisałaś, że w stanie idealnym :)",0
"@anonymized_account Beznadziejny, a jak mam określić?",0
@anonymized_account @anonymized_account W Białostockim ciemnogrodzie to standard,0
Brawo Polacy - Zdobyć Berlin w klasyfikacji medalowej 💪,0
Miałam ciężki dzień wiec zrobiłam sobie drineczka,0
"@anonymized_account @anonymized_account Ja zagadam bezprawie ustanowiome jako prawo, nie jest prawem",0
@anonymized_account 10 dni przerwy między meczami? To tak można? 😄,0
"@anonymized_account Trzymam kciuki, napisz jak poszło!",0
"@anonymized_account Czy jest jakaś dziedzina życia, w której nie pozowałbyś na wszechwiedzący autorytet?",0
@anonymized_account @anonymized_account Osobiście też uważam ze frekwencja słaba u nas w lidze na możliwości,0
@anonymized_account Jakim cudem notoryczny kłamca może być wiarygodny???,0
@anonymized_account @anonymized_account za to Włosi grają ładnie dla oka 😂,0
"@anonymized_account Weź przestań. Albo rozmawiamy poważnie, albo rozmawiam z fanboyem Cristiano :)",0
@anonymized_account @anonymized_account @anonymized_account Odkąd to PiS jest partią chłopską i wielbi Witosa? Przyjechali do Wierzchosławice kupować głosy?,0
@anonymized_account @anonymized_account @anonymized_account @anonymized_account spodoba Ci się to 😂,0
"@anonymized_account Biedaku, zacznij się leczyć, bo jeszcze chwila a poziom twojej frustracji osiągnie wielkość twojego nadętego ego.",0
Nieodwracalne zmiany wykonawcy Kaliber 44\nhttps://t.co/PYzh9OQKIs,0
"@anonymized_account @anonymized_account można też poprzestawiać pozycje zawodnikom, np Kiko przesunął Cywke na prawą obronę i dobrze na tym wyszedł.",0
@anonymized_account @anonymized_account Równie dobrze może kopać w Bundeslidze.,0
"Jestem tak wkurzona dzisiaj, bez kija nie podchodź",0
"@anonymized_account Jesteś Bonkowskim, gęgaczem uwiedzonym przez gnoma",0
"@anonymized_account od wyśmiewania kobiet, szydzenia ze śmierci, prymitywie, idź do burdelu za swoje pieniądze",1
@anonymized_account @anonymized_account Zasadnicze pytanie brzmi: jakim cudem znalazła się pani na debacie EKSPERCKIEJ?,0
RT @anonymized_account @anonymized_account @anonymized_account Zasadnicze pytanie brzmi: jakim cudem znalazła się pani na debacie EKSPERCKIEJ?,0
@anonymized_account @anonymized_account I nikt z tego halo nierobil a tu mecze. Towarzyskie i wielkie halo,0
"@anonymized_account Pani skowyt utwierdza mnie w przekonaniu, że wszystko idzie w dobrą stronę.",0
"RT @anonymized_account @anonymized_account Pani skowyt utwierdza mnie w przekonaniu, że wszystko idzie w dobrą stronę.",0
"@anonymized_account No niech chce obejść, ale nie może tego robić łokciem w twarz :)",0
"@anonymized_account umar :/ Ale Bartek to czarodziej, jeszcze się nie poddaje!  @anonymized_account",0
"@anonymized_account @anonymized_account @anonymized_account Kurwa znowu, w sumie nie taki problem wiecznie zabierają",0
@anonymized_account To przecież normalne że jak ktoś nie gra to nie jest zbyt zadowolony. Gdzie tu widzisz problemy ? Wszędzie takie są.,0
"@anonymized_account @anonymized_account Po wczorajszej relacji myślałem, że leci jednak do Monaco...",0
@anonymized_account A jeszcze chcą go na taczkach wywozić😁😁😀,0
Poseł Misiło postanowił zakończyć konkurs na debila roku już w marcu #Woronicza17,0
RT @anonymized_account Poseł Misiło postanowił zakończyć konkurs na debila roku już w marcu #Woronicza17,0
@anonymized_account @anonymized_account @anonymized_account @anonymized_account A jak tam twoje kochanki? Wykorzystujesz czy już nie?,1
@anonymized_account A działaczy pewnie tyle co dziennikarzy 😉,0
"Ciekawostka. Jeśli na początku tweeta, przed czyimś nickiem, wstawicie M. to treść, zamiast na tajmlajn, wskoczy do skrzynki prywatnej.",0
"Perfekcyjne zachowanie Jorgensena. Zamiast strzału do pustej, jest karny i żółta, a karnego broni Schmeichel.",0
@anonymized_account @anonymized_account I uważasz pajacu że te sprawy mają coś wspólnego ze sobą?,1
ok ale gdzie numer żeby głosować na piotrka cugowskiego za to jak ładnie siedzi w fotelu #TheVoiceOfPoland,0
RT @anonymized_account ok ale gdzie numer żeby głosować na piotrka cugowskiego za to jak ładnie siedzi w fotelu #TheVoiceOfPoland,0
"@anonymized_account Cha, cha, cha, ma epatować Srebrną, co jest z tobą?",0
@anonymized_account Popieram. Dobrze wyedukowana młodzież na rozpoczęciu kolejnego roku szkolnego Dudzie nakopie i spuści że schodów.,1
Nie znam bardziej absurdalnej dyscypliny niż chód sportowy.Komuś się musiało nudzić jak to wymyślał.,0
"@anonymized_account @anonymized_account ja wyslalem  do okopu w masce przeciwgazowej, pierwsza linia frontu",0
@anonymized_account @anonymized_account Jakaś blondynka stoi przed nim xd,0
"@anonymized_account @anonymized_account Genialna para.obaj inteligentni inaczej,obaj ma usługach PiSu,tacy dwaj porzyteczni idioci.",1
@anonymized_account W sumie to dobrze wiedzieć ze ktoś jeszcze tak ma tbh,0
@anonymized_account A nie pracujesz czasem w Wiśle ?,0
Słów kilka o żałosnym antybohaterze ostatnich dni. \nhttps://t.co/Rzlzidb6l0,0
RT @anonymized_account Słów kilka o żałosnym antybohaterze ostatnich dni. \nhttps://t.co/Rzlzidb6l0,0
"@anonymized_account @anonymized_account Oj, a czemu on w ortopedycznych butach musi chodzić?",0
@anonymized_account @anonymized_account Nie interesują mnie Bałkany złodzieju publicznych pieniędzy.,0
@anonymized_account @anonymized_account Po prostu normalnie spierdoliłeś z tamtąd i nie dorabiają do tego teorii.,0
@anonymized_account @anonymized_account Przecież nie od dzisiaj wiadomo że polscy kierowcy to albo pijaki albo debile.,1
"@anonymized_account tworzą precedens,  chcą iść na wojnę, rękawica została rzucona",0
"Pazdan chyba zapomnial, że są kamery na stadionie. Klasy się nie kupi.",0
@anonymized_account Chyba jest to dopinane jeszcze.,0
@anonymized_account @anonymized_account @anonymized_account Zarząd ma na celu dobro klubu a nie upublicznianie poufnych informacji które by zaszkodzily Wiśle,0
@anonymized_account @anonymized_account @anonymized_account a po jutrzejszym zwycięstwie nad Artego obowiązkowo derby prosze oglądać :),0
@anonymized_account Brak lewego widać ale po to są takie sparingi jak dziś żeby spróbować wariantu bez niego,0
@anonymized_account @anonymized_account Powinien też poruszyc sprawę dyskryminacji niepełnosprawnych.,0
@anonymized_account @anonymized_account @anonymized_account no to można spróbować innych wariantów.Może jakiś młody powinien dostać szanse ?,0
"@anonymized_account Mega miłe. Fajnie, że się trafiają tacy ludzie! A Tata odważny 😉",0
@anonymized_account @anonymized_account Kamilo jak patrzę na Ciebie to widzę obraz nędzy i rozpaczy,0
RT @anonymized_account @anonymized_account @anonymized_account Kamilo jak patrzę na Ciebie to widzę obraz nędzy i rozpaczy,0
"@anonymized_account Oooo a który rocznik? Pytam, bo tez sobie kupiłam pierwsze auto ostatnio",0
@anonymized_account @anonymized_account A do władzy dorwała się rządna władzy ponad wszystko pisowska hołota pod wodzą jego brata i niszczy państwo.,1
"Sprzątam łazienkę i czuje że muszę się odlać, nie spuszczam jednak wody bo widzę że namoczyłem wiadro na śmieci i ta wodą opłukuje kibel",0
"@anonymized_account Podpisujcie się proszę. Wolę wiedzieć, z kim dyskutuję ;)",0
@anonymized_account no i po co było się wkurwiać :),0
"@anonymized_account wiem, skapnęłam się po chwili XD",0
"@anonymized_account jak oglądał, to odpuści :-)",0
"@anonymized_account Ja myślę że Oni doskonale zdają sobie z tego sprawę. Myśleli, że walczą o Wolną Polskę, a dostali sowiecką.",0
"@anonymized_account Prawa ręka mistrza @anonymized_account wojkowość, religijność, rozpusta i głupota, bede oglądał",0
"@anonymized_account Tam rzadko co jedzie to bardzo mała wieś, wiec może z rutyny. Ale pewnie były jakieś sygnały dźwiękowe pociagu, no okropna sprawa",0
@anonymized_account A co się podzialo?  Lech niema trenera?,0
"@anonymized_account @anonymized_account Wiem, że lubisz Juszczyka ale nie przesadzajmy, bo on też często sobie zaprzeczał i głupoty pisał.",0
@anonymized_account @anonymized_account Algorytm nie widzial takiej glupoty i sie posypał,0
"@anonymized_account @anonymized_account Reinke, Kadlec, H. Koch (31. Hristov), Kuka, Marschall, Ratinho (75. Reich), Roos, Schjönberg, Schäfer, Sforza, Wagner",0
Jutro będę w górach zjeby,0
"@anonymized_account @anonymized_account Nie wtedy, gdy masz odpowiednio dużo czasu na regenerację i przygotowania.",0
"@anonymized_account To pochowajcie ich tam razem, byle głęboko i raz na zawsze.",0
"@anonymized_account @anonymized_account Zmanipulowany slajd. Rozumiem, że to robota premiera",0
@anonymized_account @anonymized_account W cholerę was tam jest na tym spotkaniu.,0
"@anonymized_account To tak jak ja, no ale stało się, czasu nie cofniemy 😩",0
@anonymized_account Właśnie zaczął mi się okropny katar a ja nie mam chusteczek......,0
"@anonymized_account Czy potrzebuje, zadecydują prezes i trener. 😉",0
"@anonymized_account @anonymized_account W sumie to trochę przeszkadza, bo bez napisu byłby lepszy widok :)",0
"Mam kolegę Gebelsa, zawsze się mnie pyta, czemu nie sprzedają skórek od kurczaka, samych na kilogramy",0
@anonymized_account @anonymized_account Wasze radio ma oficjalne konto. Nie możecie tam tego pisać ? Wszędzie ten spam,0
"@anonymized_account Co ten kościół zrobił z ludźmi, Ziobro jak galareta, Dudaciągle klęczy, ja się boję",0
"@anonymized_account @anonymized_account Chociaż futro ma z jenota,\nTo nie PIMP, a zwykła ciota\nLansik, dziwka, no i kasa,\nTaka rola jest kutasa",0
@anonymized_account @anonymized_account @anonymized_account oczywiście że to było słabe,0
"@anonymized_account Bo wszyscy tam wiedzą, że tylko tak mogą zniwelować różnicę w umiejętnościach i to staje się faktem.",0
"@anonymized_account @anonymized_account @anonymized_account Ja rozumie jak taki Llonch będzie pokazywał tak do kibiców, ale nie kurwa naczelny człapak.",0
@anonymized_account @anonymized_account @anonymized_account Czyli ci co nie dostali zaproszenie też bojkotują ? 😂,0
@anonymized_account po co żyć przeszłością.Cieszmy się z tego co jest i traktujmy to jako budowe drużyny na nowy sezon w którym namieszamy :),0
@anonymized_account @anonymized_account statystyki są słabe ale przychodzi taki Necid co strzelił jedną bramke i od razu gwiazda,0
"Jutro spierdalamy do domu, ale było fajnie, my byliśmy fajni, trójka zjebów wraca",0
@anonymized_account idk jak to się pisze ale czekoladowa 'wuzetka' mocno nasączona kawą i posypana malinami lub czymkolwiek innym wymiata,0
RT @anonymized_account @anonymized_account idk jak to się pisze ale czekoladowa 'wuzetka' mocno nasączona kawą i posypana malinami lub czymkolwiek…,0
Czy może ktoś mi pomóc? Ktoś kto orientuje się z prawem? Bardzo proszę to ważne! #tweetme,0
RT @anonymized_account Czy może ktoś mi pomóc? Ktoś kto orientuje się z prawem? Bardzo proszę to ważne! #tweetme,0
@anonymized_account Ilu sponsorów już się zgłosiło ?,0
"@anonymized_account @anonymized_account @anonymized_account Lepiej lawirować, bo nie wiadomo czy mu transfer wyjdzie.",0
"@anonymized_account Koniecznie zacznijcie od księży katechetów, to największe zagrożenie. W pedofilstwie kształci ich Seminarium w Tarnowie.",1
"@anonymized_account Nie ma napastnika, który przed grą coś gwarantuje.",0
Szybkie pytanie do Warszawy: kupię gdzieś o tej porze prezenty mikołajkowe?,0
"@anonymized_account Ten moment, gdy nowe biuro Jagiellonii jest 3x większe od ośrodka treningowego Schalke, który ma kosztować 95 baniek euro... 😁",0
@anonymized_account @anonymized_account Dziś ważne by włochy wygrały 3-0,0
@anonymized_account @anonymized_account Nie muszę ci się podobać. A o inteligencję martw się swoją.,0
@anonymized_account co obydwaj wiemy ? A wiesz ile Legia oferowała za Handzlika ?,0
"@anonymized_account jutro zdradzi Radka i założy z Doda rodzinę, a Radek zostanie żulem",0
@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Jak narazie to z ciebie się śmieją. Bo fajny ten twój awatar.,0
@anonymized_account No to rzut karny i czerwona kartka.,0
@anonymized_account Nie macie historii ani biologii i chemii???,0
@anonymized_account @anonymized_account @anonymized_account Ty pieprzony kłamco za państwowe pieniądze.,1
"Mojej mamie się śniło, że rozjechała mnie ciężarówka rip",0
"@anonymized_account @anonymized_account Przeczytaj, jakiego meczu to dotyczy.",0
@anonymized_account Jedyne dwa gole tak strzelilismy,0
@anonymized_account @anonymized_account @anonymized_account Wystarczy poczytać takich jak @anonymized_account plus odrobina wiedzy. To wystarczy.,0
"@anonymized_account Wszyscy mamy blisko do Hajnówki, na tt każdy mądry",0
"Kocham to, że jak używacie opery to po ponownym włączeniu komputera otwierają się stare karty ❤️",0
"@anonymized_account @anonymized_account Obawiam się rozpaczliwej walki o uniknięcie pogromu, ale trzymamy kciuki!",0
"@anonymized_account Tyle znaczysz facet. Nawet Polonia ma Cię w pompie glusiu 😂😂😂 Tłumy widzę, widzę tłumy! Parafrazując 😆",1
"RT @anonymized_account @anonymized_account Tyle znaczysz facet. Nawet Polonia ma Cię w pompie glusiu 😂😂😂 Tłumy widzę, widzę tłumy! Parafrazując 😆",0
@anonymized_account Tyle gotujesz tego żarcia a chudziutki jesteś,0
Zapraszam do śledzenia @anonymized_account - oficjalnego konta 100 lecia odzyskania Niepodległości.,0
RT @anonymized_account Zapraszam do śledzenia @anonymized_account - oficjalnego konta 100 lecia odzyskania Niepodległości.,0
"W Europie ręka raczej nie do odgwizdania. Ciekawe, jakie wytyczne ma FIFA.",0
@anonymized_account @anonymized_account @anonymized_account musi tak mówić bo inaczej zostałby bez pracy :),0
@anonymized_account wiecie kim jest ten co dostał po ryju ? Bo napisaliście że dyrektor zdołał uciec wiec to chyba nie on,0
"@anonymized_account Powiem Ci po twojemu: ty stary pojebańcu, profesorowi Strzemboszowi nawet butów nie jesteś godzien czyścić.",1
"Chcę żeby było tak jak było, codziennie wstyd",0
@anonymized_account @anonymized_account I co jeszcze wymyślicie wazeliniarze?,0
@anonymized_account Tylko jedna? To ty pewnie w Warszawie mieszkasz.,0
@anonymized_account @anonymized_account Bułka bardzo lubi swój sweterek :-),0
@anonymized_account Czyli transfer definitywny :) gratulacje :),0
@anonymized_account Przecież ilość jest optymalna.Jeszcze tylko center.,0
"Smolar ublirza Staniszkus , byla zafascynowana Marksem, jak 1/3 świata",0
@anonymized_account @anonymized_account Duda z Morawieckim już to za was zrobili. 😂😂😂😂😂😂,0
"@anonymized_account @anonymized_account To chyba \""tweetów\"" zamiast \""transferów\"" miało być",0
@anonymized_account Gdyby Kiko po zwolnieniu nie świrował to by był trochę inny odbiór jego osoby.,0
"@anonymized_account Co da dymisja ? Przecież przyjdą za nich inni \""swoi\""",0
"Coś tam coś tam, coś tam coś tam",0
"Okazało się, że pierwszym zwierzęciem wystrzelonym w kosmos w 1957r. nie była Лайка, tylko #Morawiecki",1
"RT @anonymized_account Okazało się, że pierwszym zwierzęciem wystrzelonym w kosmos w 1957r. nie była Лайка, tylko #Morawiecki",1
@anonymized_account @anonymized_account Jak będziesz chciał fotke czegoś z nowego FMa to daj znać :),0
@anonymized_account Marcyś ? On miał wyniki choć w jednym klubie ?,0
@anonymized_account pracuje z jego synem.Mówił że będzie dobrze :),0
@anonymized_account @anonymized_account Remis postawiłem w lvbet ale chyba remis dla was nienajgorszy 😊,0
@anonymized_account takim tokiem rozumowania to nigdy nie ma kompletu bo zawsze znajdzie się ktoś kto nie przyszedł mimo biletu @anonymized_account,0
@anonymized_account Nah ale w takim cieplejszym płaszczyku szaliku i rękawiczkach a w ekstremalnych sytuacjach w czapce tez,0
"@anonymized_account @anonymized_account @anonymized_account Wszyscy trzymamy kciuki, aby Michał rozwinął się jak najbardziej :)",0
"@anonymized_account Co za człowiek, ciągle tylko o.sobie i swoich problemach.",0
@anonymized_account Widocznie nikt tego nie czyta,0
@anonymized_account A co z rozumem? Bo jakoś marnie widzę po Pana kontaktach z @anonymized_account  w TVPis.,0
"Serce boli.Dobrze, że jest przerwa w rozgrywkach...",0
"@anonymized_account @anonymized_account Ja dwa strzelałam, ale ciiii 🙊",0
@anonymized_account @anonymized_account Po 1989 roku i ciągle trwoniona jest przede wszystkim każda złotówka wydawana z budżetu na kościół.,0
"@anonymized_account bo wie już to kraina tą, kwa kwa agora zła i gęgę zły tvn",0
"@anonymized_account A Belgia co zrobiła? :) Rozbiła leszczy, wygrała mecz rezerw z Anglią, wymęczyła z Japonią i wygrała na dużym farcie z Brazylią :)",0
"@anonymized_account HAJKO SALOMON vel PICHOWICZ,KTO PYTA CIĘ O ZDANIE? W SPRAWACH POLSKI MOGĄ SIĘ WYPOWIADAĆ POLACY.",0
"RT @anonymized_account @anonymized_account HAJKO SALOMON vel PICHOWICZ,KTO PYTA CIĘ O ZDANIE? W SPRAWACH POLSKI MOGĄ SIĘ WYPOWIADAĆ POLACY.",0
@anonymized_account @anonymized_account te słowa nie tylko do niego skierowane.O zarobkach wspominał inny sportowiec nie wiem czy nie Majewski,0
"@anonymized_account chcesz być piękny, musisz cierpieć. Taki Werter, pierwszy hipster, też nie miał lekko. Sam wiesz, jak było.",0
"@anonymized_account jestem na diecie 5000 kcal, jem raz na m-c",0
@anonymized_account Zostaniemy przy swoich zdaniach. Dobranoc. 😉,0
